cuisine,name
Thai,Thai Box on Truck
Food Stands,Japadog
Sushi Bars,Yoshida Sushi
Mexican,Mi Casa Mexicana
Ramen,JINYA Ramen Bar - Vancouver Downtown
Japanese,Edokko Nigiri Sushi
Dumplings,Nine Dumplings
Chinese,The Meat Up
Indian,House of Dosas
Italian,Frankie's Italian Kitchen
Fast Food,Lumbermen's Arch Cafe
Korean,Masita Korean Cuisine
Kosher,Maple Grill Restaurant & Catering
Chinese,Yunshang Rice Noodle House
Falafel,The Halal Guys
Bakeries,The Press Room
Japanese,Pizza Coming Soon
Canadian (New),Altitudes Bistro
Steakhouses,C Prime
Middle Eastern,Baghdad Cafe
Indian,Bombay Masala Indian Restaurant
Chinese,Congee Noodle House
Japanese,Cozen
Mediterranean,Barra 41
Breakfast & Brunch,Novella Coffee Bar
Vietnamese,Bánh Mì Très Bon - Richmond
Canadian (New),Cactus Club Cafe
Dim Sum,kin's food&bistro
Hot Pot,The Dolar Shop - Station Square
Chinese,Congee Noodle Delight
Seafood,Ancora Waterfront Dining and Patio - Ambleside
Italian,Jo's Italian Deli
Canadian (New),Moxies
Chinese,Grand Chinese Yaletown Restaurant
Coffee & Tea,C41 Coffee
Canadian (New),The Observatory At Grouse Mountain
Vietnamese,Pho 37
Coffee & Tea,Pink Elephant Cafe
Cocktail Bars,Bufala Edgemont Village
Burgers,Romer's Burger Bar
Canadian (New),The Loft at Earls Yaletown
Coffee & Tea,Caffe Cittadella
Chinese,Lao Cai Dining & Entertainment
Noodles,China Lan Lanzhou Beef Noodle
Ramen,Tonkotsu Ramen Tsukiya
Japanese,The Kitchen Dada
Hakka,Chili Pepper House
Cafes,B&K Bakery & Cafe
Mexican,Tacofino Commissary
Comfort Food,Soup Curry Garaku Richmond
Asian Fusion,Basil Box
Korean,Ga Hyang Ru
Mexican,Chancho Tortilleria
Mediterranean,Rayhan
Salad,Salad House Buffet
Thai,Little Bangkok Thai Kitchen 2
Vietnamese,Pho Quynh Express
Vietnamese,Banh Mi Saigon
Burgers,Juicy Joe’s
Breakfast & Brunch,OEB Breakfast Co. North Vancouver
Food Delivery Services,852 Kitchen
Breakfast & Brunch,Take Five Cafe
Korean,Sumi Korean Restaurant
Sushi Bars,Kaide Sushi
Thai,Taste of Thai
Waffles,KOS Waffles
Vietnamese,Pho Tan’s
Cantonese,Tao’s Kitchen
Cafes,Wicked Cafe & Bakery
Dim Sum,Kirin Seafood Restaurant
Hot Pot,Haidilao - Vancouver
Taiwanese,Boiling Point
American,Rogue Kitchen & Wetbar
Burgers,Bin 4 Burger Lounge
Steakhouses,Hy's Steakhouse & Cocktail Bar
Asian Fusion,Bao Down OG
Vietnamese,5 Spice Vietnamese Cuisine
Indian,Silk Lounge
Pizza,Kinemi's Kitchen
Vietnamese,Mr. Red Cafe
Seafood,Word.
Thai,Bangkok City Cafe
Korean,350F Chicken
Cafes,LOT185 Cafe + Wine Bar
Wine Bars,Novo Italian
Burgers,Burdy
Pizza,The Firewood Café
Japanese,Fuji Corner
Korean,Zabu Chicken
Turkish,Kalamish
Coffee & Tea,Papparoti
Desserts,The Pawn Shop YVR
Barbeque,Jjang Korean BBQ
Seafood,The Hoke Poke
Pizza,Papa Johns Pizza
Mexican,Sal y Limón
Halal,Daddy's Grill
Vietnamese,Ganh Vietnamese Kitchen
Coffee & Tea,Mama's Dumpling & Coffee
Seafood,Kuanzhai Road Restaurant
Cafes,Truck Stop Cafe
Thai,Longtail Kitchen
Ramen,Gyo Para Gyoza & Ramen Bar
Vietnamese,Hanoi Pho Restaurant
Persian/Iranian,Celeshmet Restaurant
Mexican,Machete Mexican Healthy Food
Seafood,PIER 7 restaurant + bar
Indian,Swad Indian Kitchen
Korean,Shilla Korean Restaurant
Irish,Mahony's Tavern
Asian Fusion,Indochine Kitchen
