county,embedding
Andrew Missouri,"0.012641505500000004,0.01743392105,0.047823987,0.0047413625000000004,0.026996558,0.028754588999999997,-0.0208953875,-0.010443491499999999,0.0266720225,0.0107913635,-0.00357512655,0.012039869,-0.0043342764999999995,-0.025457399999999998,0.0152799245,-0.0110446969,0.0047024017,-0.00880864715,-0.00251137125,-0.01396151215,-0.0029037813,-0.0136473261,0.0015113286499999997,-0.01945505115,-0.0019052883500000001,-0.01476497435,0.0150117411,0.0043005266,-0.00789958205,-0.0082255061,-0.006418611350000001,0.004980130895,0.0041063146800000005,-0.0045447774800000005,-0.0077670314,0.0008589086,-0.00569715605,-0.01156372223,-0.01181866931,-0.006941993375,-0.00033082192000000003,0.000122777846,0.015912169805,0.0049297847649999995,0.002162856935,0.005142235375,-0.00107477532,0.0015323439435,-0.005262515995,4.8473876"
Andrews Texas,"0.0307992655,-0.073736414,-0.022592342,0.027319920000000004,-0.008745936499999999,-0.0260542125,-0.0306508025,-0.0181312565,0.008464911499999998,-0.016645133,-0.01227648195,-0.00526684135,-0.0034543471,0.0057625058,0.0112646361,-0.006942459749999999,-0.0021356488499999996,-0.00927935234,-0.0032763035000000005,0.0031752885,-0.0018754116,-0.0122314087,0.009852144949999999,-0.00285996845,-0.00071209277,0.0009498154499999998,-0.0133607104,0.009157878349999999,-0.006513093175,0.0024693798915,-0.00358880405,-0.00845394161,-0.0009370322500000001,0.00403442917,-0.00362694601,0.003923086465,0.0005139576,-0.003478134775,-0.00061822109,0.0028474107530000003,0.000843783675,-0.0025112904685,0.00423812551,0.00260145455,0.000550860635,-0.00466673465,-0.00108251793,0.0061655344185,-0.001235852785,1.0684406"
Androscoggin Maine,"-0.05245832685,-0.02038232335,0.034761461,-0.0033231912500000004,0.012827200450000001,0.020051119,0.00922898687,0.0081436974,-0.00684281865,0.025112362250000003,-0.0002445621000000007,0.0157009231,-0.0091722374,-0.0165602399,0.0040143914,-0.0041665921614,-0.012319998035,0.0060043554950000005,-0.01002732139,-0.0039882462,-0.006665486275,0.008396550119999999,0.009195062885,-0.00872068279,0.001930501374,0.0024289650250000003,-0.00175822733,-0.0004749724200000002,0.00514516849,-0.0021624180650000003,-0.004978872834999999,0.00249954187,0.0009692070249999999,0.00338050685,0.011263954355000001,-0.00131554811,0.00320036376,-0.0006040777649999999,-0.00666252382,0.00288031891,0.0014159413699999998,0.00275182189,-0.00156634365,-0.006438443237,0.0043991647965,0.0007922581670000001,0.00153307279,-0.007800393706500001,-0.00045265404,2.480212375"
Angelina Texas,"0.01620630941,-0.05017196635,-0.00010926504500000014,0.026754853000000002,0.02487148875,0.0029272369000000013,-0.0045693225,-0.00038491373499999985,-0.00830118335,0.0013973026499999996,-0.0119051517,-0.0229022549,0.009027509940000001,-0.0048603086865,0.011511631389999999,0.0068916914849999995,-0.00114192736,-0.010959287826000001,-0.0029931584999999994,0.01586279405,0.01181933667525,0.0006668131449999995,-0.001065632435,0.002084726505,-0.00141657222,0.015461899284999999,-0.002709735295,-0.004308244745,0.0019641080957,-0.0010050750250000001,0.00018758733000000033,-0.0049416644045000005,-0.003010975985,-0.010548247225,-0.00350840689,0.00305028259,-0.00200145709,-0.00215795267,-0.00719015029,0.0012456133689999998,0.005240714675,0.0023999669185,-0.00492402454,-0.0003092377595,-0.004704441811499999,0.0033081934705,0.005107822364499999,0.001206110505,0.0029305517852,-2.71395487"
Anne Arundel Maryland,"-0.06217951,-0.052753367999999995,0.0263072875,-0.0107422355,0.030879079499999997,0.0192890415,0.0024535055500000003,-0.018275699,-0.0163843265,0.025059025,-0.01790858,-0.0101695557,0.02171228425,-0.01078350945,-0.001811742245,-0.00967958385,-0.0012368526499999999,0.00706163125,0.0111278355,-0.00493965245,0.004889527350000001,0.0004899242999999998,-0.00998233395,0.004137942950000001,-0.016326375,0.006828447200000001,-0.0040076355000000004,-0.0223740116,-0.0115861894,-0.009125358805,-0.00672885055,0.0051063266500000004,-0.02254521495,-0.00310558675,-0.004028043,-0.0057017392900000005,0.0037065678000000003,0.0035463237050000003,0.019088173,-0.012603151650000002,0.0041814420000000005,-0.009342231,0.02224751895,0.0051062822,-0.00461366512,0.004991283695,0.006155762665,-0.00446498135,-0.00309104865,0.6973465"
Anoka Minnesota,"-0.05346274,-0.007540325000000002,0.06343833,-0.009398609999999998,0.002650665,-0.008452845,-0.00449042,-0.0022894449999999998,0.013956705000000002,0.0033155,0.00491876,0.003595285,-0.017901685,-0.017638365,-0.0007157800000000001,-0.0040633449999999995,-0.0027115200000000002,0.0029033749999999997,-0.023952805,-0.007224019999999999,-0.007358979999999999,0.027600390000000002,-0.00170372,0.003247105,0.004724835,-0.0074164650000000006,0.003005495,0.004751395,-0.0014038199999999999,0.0022995850000000003,0.0036071000000000002,0.01116634,-0.001477085,0.0013929249999999997,0.008881489999999999,0.002638515,0.004891255,0.0025182950000000003,-0.00413658,-0.000950235,-0.011234325,0.0077617549999999995,-0.01001369,-0.0034998,0.00182262,0.00019660999999999995,-0.00216643,-0.004043985,0.00014241999999999998,0.0010093999999999997"
Anson North Carolina,"-0.00786250835,-0.030475844600000003,-0.0783123705,0.006028204149999999,0.025579578654999997,-0.00608526593,0.0118206780645,-0.01008151576,-0.0006949602499999995,-0.00037533016,0.016083732349999998,-0.012077173,0.0026077250999999996,0.007466096839499999,-0.00103649125,-0.0026527045000000003,-0.00012505121850000004,-0.015027173245,-0.01275317665215,0.005067882209,0.004273644165,-0.004056729395,-0.00615015255,0.0028650676549999998,0.0053316280300000005,-0.0005894778199999999,0.01033078694,0.00558459584,0.0009077881150000001,-0.0031676361834999996,-0.00669849532,-0.012578334405,0.0070719859635,-0.00390412731,0.003715715137,0.005505892695,-0.0032035193895,0.005397729135,-0.001361342125,0.007424556475,-0.0017394085899999998,-3.776116500000008e-05,-0.0010134493050000001,-0.009454030685,0.0033115955499999996,-0.0057723436510000005,0.00183753474,0.0018954030404999998,-0.007933715955,-2.23815526"
Antelope Nebraska,"0.014067105550000002,0.100043565,0.010215228855000001,-0.048688033,0.0231405417,0.0080655344,-0.045507291150000004,0.06177367345,-0.03120011625,-0.022925116000000002,0.014045402700000001,0.01277799295,0.0015698174299999998,0.013695440790000001,0.01687049595,0.0016702903550000004,-0.00010074550000000078,-0.01122573752,0.010035554475,-0.0015188495050000002,-0.007185055205,0.0166237474,0.009679692445,-0.00286769128,-0.0027538313715,0.00447238301,0.00220238616,0.002867847627,-0.00637163037,-0.00478584247,-0.0064153904150000005,-0.00988883498,0.0143151726595,-0.00342344829,-0.0064975007724999995,0.009307103229,-0.0013668306565,0.00066894435,0.0051976229885,-0.0016637848995,0.0021005486629999998,-0.011173783449999999,0.0038654157040000003,-0.007562219350500001,0.00975184519,0.0083784048475,-0.005461117332,-0.003277500428,-0.0019754369755,-1.6867306"
Antrim Michigan,"0.0906498005,0.03726835696,0.02782066305,-0.04900707695,-0.01765707845,0.01549195695,0.016134197750000003,-0.011883620275,-0.0183698866,-0.00545767684,0.0104612626,-0.00614137065,0.0020245245,0.0037715472149999997,-0.00660507672,0.00852401442,-0.004240024259999999,0.01000531185,0.01047543985,-0.004495044795,-0.010554491845,0.0044833857349999996,0.00440885355,0.010431666499999999,-0.0017845924400000002,0.0037290256500000004,0.0018270306700000002,0.00028885018000000004,-0.0120184306,-0.008814332125000001,0.006161011595,-0.001274180155,0.005646008725,0.009427181505,-0.0038756246395,0.0044979766041,0.0036877098525000002,0.0023716881595000003,-0.003944071697,-0.00653616496,0.005033320020000001,-0.0048206281405,-0.007355780762,-0.0044958536985,-0.0038746350189999995,-0.0083150516,0.002281178785,0.0047390871800000005,-0.002690729997,-1.43345302"
Apache Arizona,"0.0033330521200000004,-0.0347009735,-0.0040547328,-0.012265932000000002,-0.0059275230000000005,-0.0150810091,0.013953527,0.0025166265,-0.008775373599999999,-0.006882834900000001,-0.00783752855,-0.009722934499999999,0.00556706835,-0.0025838915000000002,0.002407565,-0.004549217099999999,-0.0064970965499999995,0.0022118183500000003,-0.0038116412,0.0024616345,-0.00638241948,-0.0014050484499999998,-0.0028539117500000002,0.00037429179999999996,-0.00041248135000000003,0.0020090687000000004,0.006584245400000001,0.004587786,0.0023024218,-0.003277532275,0.007216317850000001,-0.0007226845999999999,-0.00057472785,0.00361497455,0.003063465095,0.0035806681,0.0005377283499999999,0.0061900257999999994,-0.010520305550000001,-0.0032645832,-0.00641167332,0.0028114651500000002,-0.0095398425,-0.0028224185,-0.005240913066,-0.006138259889,0.00054373095,-0.0058195209465,9.462294999999983e-05,1.5909339"
Appanoose Iowa,"0.0039167879,0.051557224250000006,-0.03523929045,0.0014322902999999998,-0.0027057621500000007,0.0171431741,-0.01007819175,-0.007371990705,0.004335889379999999,0.01230404993,-0.0219155275,0.009215445280000002,0.011715187695,-0.0008147056499999998,0.0064607816500000005,0.013609522005,0.01760610285,0.006892470415,-0.00912183883,0.01654234065,0.0048062369249999995,0.00026056741000000006,0.004776189335,-0.007576471435,-0.012409716495,0.00776322791,0.008523543474,-0.0006903141355,0.009235749554999999,-0.009899288455,0.001769298893,0.000797284032,-0.00277602227685,0.00023442460499999997,0.00029235282285,-0.0049220816125,0.000191151965,-0.00635773064,-0.0027590923435,0.0051781721159999995,0.00226235057205,0.0015214353895000002,-0.00683530319,0.0030365670395,-0.010894059908000001,0.00014083319365,0.003121434346,-0.0013989183075,0.004664549403,-0.5183949"
Appling Georgia,"-0.071467615,-0.028917466000000003,-0.0433459905,0.021104500800000002,0.017976841499999997,0.00213587305,0.0265534244,0.0008235920999999998,-0.013835406350000001,0.007366800799999999,0.00857503925,0.0107051991,0.00935461145,-0.006683448000000001,-0.00804776205,0.00665467545,-0.0012061331435,-0.02258946445,0.0065637361,0.0055387636,-0.004639037699999999,-0.00330165215,0.019490217,0.011382036,-0.00700465635,-0.00839478595,0.0042781158,0.0008794539499999998,-0.00804971065,-0.00553536955,0.0005126412000000001,-0.001982587725,0.0048620767,-0.00820703205,0.0033398379,-0.004342527215,0.00626691977,0.0038185373345,0.00835327279,0.0004393816000000002,-0.0013193517,-0.0088702119,0.00162922495,-0.0022781143500000003,-0.004557350345,0.008941898852,-0.016839331699999998,0.004766606515,-0.004591976825,-6.45228845"
Appomattox Virginia,"-0.060612639999999995,-0.050997845,-0.004275095000000001,0.026418155,-0.02516916,-0.006623250000000001,-0.011514604999999997,0.008916994999999999,-0.0028276950000000003,0.031749400000000004,0.023120245,-0.000842235,-0.008338995,0.020410195,0.008707315,-0.0034779999999999998,0.00335465,0.006162655,0.00716428,-0.0024617800000000002,0.011127664999999998,0.005485305,0.007868095,-0.009348780000000001,-0.011282535,-0.006062515,0.008050835000000001,-0.0070189449999999995,-0.00504971,0.0029862450000000002,0.007497295000000001,0.01611377,0.01903486,-0.0007853600000000006,0.001726695,0.002197755,0.006642225,0.009686044999999999,0.01179037,-0.006851115,0.002979125,0.008659765,0.00834022,-0.0042970249999999995,-0.00276771,-0.011796185,0.0010637449999999996,0.0013869,-0.006103365,0.0041178000000000005"
Aransas Texas,"-0.01725006975,-0.0009217966999999997,-0.00366705858,0.0182412058,0.02919456165,-0.01002359485,0.0426391075,0.00576808,-0.0009607816500000008,-0.0161119988,0.0051534489000000005,-0.0316095682,-0.00480340355,-0.01318295665,-0.007194827859999999,-0.004884253635,-0.00421638997,0.00310492201,0.0151302784,0.005534512565,-0.001217627935,-0.0019132008000000002,-0.005800045615,-0.0037837857549999996,0.0003341957599999998,-0.006563385365,-0.0047336575665,-0.00928432647,-0.004601823425,0.011186664265,0.0014302012149999999,0.003182486775,-0.0018002508850000001,0.00018610751499999992,-0.004874608525,0.008389158385,0.006365816997000001,-0.0034031425953500003,-0.0056037340595,0.003990061592,-0.002344827695,-0.0010780777925,0.003062468005,0.0023912185794999997,-0.00133703811,0.0013615449023500002,-0.0007586071855,0.008657983677500002,-0.010077279867499999,-1.61002622"
Arapahoe Colorado,"0.07844499885,-0.03383280785,0.01933631815,-0.0227138086,0.003985391150000002,-0.0017976908999999992,-0.00918734488,-0.00936673255,-0.0022896569999999996,-0.0035025792499999986,-0.00149542255,0.0172239685,-0.0020868154,0.02210693845,-0.01716876783,0.0007824740499999998,-0.01619496398,0.009033899225,-0.010839338355,0.0027650922499999997,-0.0215883853,0.0007990830000000008,0.01151855265,-0.00840245235,0.0005847348179999999,-0.0144574694,-0.00118911544,0.00977537075,-0.001909419405,0.004420280005,-0.00162373843,0.005547271655000001,-0.0097697673,0.00388964586,7.777335000000007e-05,-0.01580406655,-0.004327786385,0.0007857541649999999,0.0049105003099999996,-0.002039110562,-0.0037974895599999997,-0.00685681905,0.0054412448,0.00326783275695,0.012803635050000001,0.001855443235,0.008523156149999999,-0.0087186361,-0.002308399555,-0.8855953550000001"
Archer Texas,"0.007704510000000001,-0.0026108450000000005,-0.024644034999999998,0.02213687,0.02635386,0.069068045,0.004643825000000001,0.00011594499999999924,-0.026177884999999998,0.046621960000000004,-0.012957874999999999,0.006169494999999999,-0.005551469999999999,-0.0061192550000000005,0.006114719999999999,0.015145434999999999,-0.011272545,-0.002862795,-0.019181619999999996,-0.006258225,0.004962175000000001,-0.03092318,0.00310956,-0.010157659999999999,-0.010665455,-0.00488593,0.024322200000000002,0.013712085,-0.007700644999999999,0.0032926099999999996,-0.00500031,0.00039201999999999987,-0.01243947,0.01101343,0.011689225,0.00744244,-0.005605385,-0.006701465,-0.02214656,-0.0070874499999999995,-0.002638945,-0.006733925,0.0024505349999999998,0.006565415000000001,0.000731625,-0.00252667,-0.000154475,-0.00858188,0.00216519,0.02967735"
Archuleta Colorado,"0.075452875,0.01171414915,0.010070260000000001,-0.006462568500000002,6.727084999999956e-05,-0.00736421135,0.003018019500000001,0.0049736355,-0.0054708003,-0.021505169,-0.005821398145,0.0014725235000000005,0.006991377199999999,0.0012095529999999995,-0.00193372285,-0.0059308339,-0.00626749855,0.0025279262499999997,-0.002191386,0.0015378001000000002,-0.007797973200000001,0.0158620795,0.0028236595000000002,-0.0006149236000000001,-0.009006452,-0.012452221885,-0.00070883445,0.005386983999999999,-0.0034602581999999995,0.011078628220000001,-0.0062897299500000005,0.0035167537,0.005964726199999999,0.0037183358,0.0071427109999999995,-0.0016579229149999999,-0.005951744050000001,0.0040461926999999995,0.007232598100000001,0.00438176595,0.0010908316999999998,-0.00348400665,-0.00382690025,0.00226161105,0.0024908843999999998,-0.0015422309205,0.0032524459,-0.0027724986999999998,0.00829668225,1.43641145"
Arenac Michigan,"-0.018179717615,-0.027844412,-0.0018577290999999998,-0.022112682,-0.0073147475,-0.0107562015,-0.0041221270499999995,0.0001562529500000005,0.0030254395,0.009940143700000001,0.0011540579999999995,-0.0001360889,0.015540168,0.0075782485500000005,-0.0036902233325,0.0048140485250000005,-0.0072150429,0.01835490935,-0.012305768500000001,0.0030814680000000004,0.0039444085,0.0013367070000000003,-0.0129774867,0.00057851975,0.0058671637000000006,0.01001954615,-0.0045091845,-0.00289201645,-0.005944537,0.002441192615,-0.0010196597000000003,0.0126308442,0.01084852327,0.0007808419999999995,-0.0035626933500000004,0.00343135535,0.00943723318,0.00683718,0.0036507589,-0.00205448586,0.01238436175,-0.00348072285,-0.0001446167,-0.0034248921,-0.000297311685,0.0012209254999999998,-0.0041128759050000005,-0.00365950165,0.00582366035,0.64055695"
Arkansas Arkansas,"0.792583555,0.0412823475,-0.1620003025,-0.059896518,-0.011191488999999999,-0.01029698897,-0.008155673500000002,-0.021190919,-0.0354679019,-0.00447994455,0.014604079405000001,-0.020138813999999998,-0.0073367085,-0.0059599057,0.022814642,0.0018894212905,-0.0040820066495,-0.0023001802,0.0154205275,0.0011017010499999994,0.01685494745,0.0069661292,-0.00859057215,0.00817891715,0.007887254715,-0.00234980065,-0.0035757623500000005,0.00259871235,-0.0009138521749999999,0.00805612962,0.00024013649599999998,0.006116468565,0.00303298785,-0.00355044145,0.00046742044,0.0026619449999999998,-0.00672721905,-0.00438014229,0.0024962522,0.002206538705,0.00014467487999999997,-0.002740521255,-0.004047555184999999,-0.0031910103800000004,0.00064082505,-0.0033318236999999996,0.00012913182999999998,-0.00336452145,0.001007726435,-2.4218118"
Arlington Virginia,"-0.016839169499999997,-0.026849723,0.0345697325,0.0026753820000000005,0.0035548029999999996,0.0328003355,0.014141372499999999,-0.0019018235000000001,0.016115831,0.0258574915,0.015442593899999999,0.018590325,0.020618012499999998,-0.0013284923499999998,-0.010286091,-0.020067223000000002,0.006298027144999999,0.0103787871,-0.0008942688499999998,0.013735536,-0.00122846915,0.0064208735,0.00275237335,0.0116298885,0.007071525899999999,-0.014799426899999999,-0.0010487335,-0.00652759985,0.00019921445,-0.010011993399999999,-0.00237292695,-0.0010053724999999998,-0.0077932068,0.014906155,-0.0011495159999999997,-0.006236417,0.0029555052500000005,-0.007463381999999999,-0.0022419300500000003,-0.004062215898,-0.0017738595999999998,0.0067672873,0.0054716791,-0.002599839195,0.00163671375,0.004872101503,0.0037812939500000003,-0.010413484249999999,0.0009970445499999999,-1.98268905"
Armstrong Pennsylvania,"0.028481773100000003,0.052893376,0.0417529503,-0.02820285035,-0.0219137524,0.022299825199999998,0.004389258335,-0.007882315022,-9.941219999999931e-05,0.0193160791,-0.02768691165,-0.00690646946,0.0011208546500000001,0.00712468255,-0.00225579595,0.008270794290000001,0.018880883255,0.01138623155,-0.01479042555,-0.006441212735,0.00715571409,7.23460700000002e-05,0.01075785861,-0.0006565809,0.0010645344433,0.009959273025,-0.003650927565,0.00445893547,0.0011353349549999999,0.0025899276365,-0.0008815820350000002,-0.004425209192,0.0023989763450000005,0.006569417675,0.00314444286,0.003492840465,-0.009945522195,-0.007593669585,-0.011456124120000001,0.004271766285,0.0034197755315,-0.00382015513725,-0.0049798527905,-0.0022829978839999997,-0.0028545892190000003,0.006207421756,0.0026692546795,-0.0012408971115000001,-0.000322592531,2.412080835"
Armstrong Texas,"0.11872854000000001,-0.0565005965,0.013086818,0.06271909,0.046531338500000005,-0.02442284235,-0.027219706,-0.031573049,-0.026710147,0.02408679,-0.009664773,-0.004190121000000001,-0.01292864,-0.0351535345,-0.010526022,0.0080135741,-0.018820002,0.017609419,-0.035000515,0.0252750745,-0.0014093120000000002,0.00023340399999999956,0.00495451315,0.001533214115,0.004169727999999999,0.0023687172,-0.0175710315,-0.006776450450000001,-0.0029843532,0.0019202906499999998,-0.0101569884,0.0067523316499999994,0.0052659484000000005,-0.021964943249999997,0.0012624906,-0.00162344155,0.00364456955,0.01291841105,-0.019883355749999998,0.013085583845,-0.00018537903499999997,0.0043958716,-0.0139140438765,-0.005107824825,-0.00612433364,-0.003654432846,-0.00026874072,-0.004311104905,0.005564168255,-2.53562415"
Aroostook Maine,"0.019236485000000005,0.011680466500000002,0.0136282975,-0.007733558,-0.006307773599999999,0.006921415999999999,0.0285985875,0.005411056999999999,0.023772140499999997,-0.0036639692500000003,0.0035316485,-0.0014681664999999997,0.006727739999999999,-0.0012533558,0.008049054449999999,0.008914602,-0.0006556402999999995,0.00526848895,-0.0089636665,-0.00023628244999999992,-0.0037707698499999994,-0.002187254215,-0.0041681515,-0.006271565350000001,-0.00314333015,0.0136300615,-0.00369033335,0.0036286545365,-0.0078072675,-0.0018326441250000002,-0.00096628415,0.004845780849999999,0.013716660499999998,0.0038071136700000003,-0.0093832882,0.0013346050499999998,-0.0034335945,-0.006169193,-0.00469336045,2.2507900000000042e-05,0.00397468995,0.0046172011,-0.004861758,0.0021631411,-0.0019496849999999998,-0.0059398079999999995,-0.0027470643,-0.0045111365,0.0067798855,2.45949405"
Arthur Nebraska,"-0.133363615,0.39108877,0.015781950000000003,0.0396458715,0.04711576,-0.257308105,-0.1081902305,0.034199809,-0.035737442,-0.03946758,0.151055455,0.0578951782,0.029785829,-0.06661267025,0.07821169145000001,0.012164245,-0.02733536375,-0.0528440315,-0.014989101100000003,-0.0191526395,-0.00036035665000000005,0.113948536,0.0390103023,0.034781419,0.03526417315,0.0423841487,0.049878505450000006,-0.05314136165,-0.060552593465,-0.01464654495,0.05081019625,0.04336110585,-0.06042919065,-0.074128403181,0.043874509549999996,-0.02392859215,0.0478449104,0.0236873848,0.04805057632,0.00791704125,0.03950762835,0.0007790409899999999,0.010691626197,-0.0071265846,-0.002345380405,0.02143791385,1.6075884999999985e-05,0.050070245635,-0.01774115469,1.62824655"
Ascension Parish Louisiana,"0.5219581,0.03524319000000001,-0.087455305,-0.072030225,0.019754455,0.040081175,0.011647745,0.034739225,0.019133934999999998,0.00574235,0.025632505,0.007644215000000001,-0.00186871,0.009413269999999998,-0.014151575000000001,0.014101994999999999,0.00028016499999999997,-0.02314441,-0.015082045,-0.02426267,-0.02252821,0.005618099999999999,-0.007026424999999999,-0.017694765,-0.0021128350000000004,-0.024800465,-0.00202484,0.003262575,0.006219515,-0.0100968,-0.0006154500000000009,0.006901435,-0.01223231,0.0030508700000000002,-0.00340887,0.00764955,-0.005753825000000001,0.004838744999999999,0.006021575,0.01396259,0.00399814,-0.0062790499999999996,-0.0023870700000000007,0.014489435000000002,0.01021381,-0.0005449600000000001,3.864999999999977e-06,-0.0028087650000000004,-0.0031544,-0.0015605500000000004"
Ashe North Carolina,"-0.01933114,0.007820505,-0.011321985,-0.007061625,0.012219840000000001,0.0029698849999999994,0.01048715,0.01573798,-0.01781164,-0.00520663,0.0018691600000000001,0.007317995,0.0016252150000000002,0.00344738,0.0007016000000000001,-0.0007201,0.000825215,-0.002235435,-0.00349258,0.00491432,0.002567565,-0.012457030000000001,0.00436765,0.001456385,0.006131075,0.007231265,0.007049115,0.00704121,-0.00923231,-0.00215519,-0.006066895,-0.00048985,-0.00103073,-0.00355479,-0.00307699,-0.006321894999999999,0.00018243000000000003,0.006487055,0.00244518,0.0028528950000000003,0.00805311,-0.00356626,0.001400935,-0.0015832499999999998,-0.003149385,0.000467305,-0.0054509649999999995,-0.00379917,-0.00663052,-0.0022521"
Ashland Ohio,"-0.05011015815,-0.02033301045,0.004018323250000001,-0.016077789850000003,-0.029611949399999997,0.01489135175,-0.02484045145,-0.0097158062705,0.0037138676020000002,-0.004399262449999999,-0.005293470055,-0.01000368125,0.006960754258,0.008588435466,0.0029698920350000003,-0.0005866263549999997,-0.008723510885,0.00835446181,0.006317080699999999,-0.005614561255000001,-0.0006649804399999999,-0.003663982025,0.00411852031,-0.002396523155,0.0019615575099999998,0.00015146270999999998,-0.001449072805,-0.0047276863200000005,-0.0008037227199999999,0.004237281955,0.00524287829,0.0037835491259999997,0.0027237383335,0.00434622323335,-0.01074222805,-0.0002374534855,-0.000356361722,0.005334166178000001,0.00015011438324999998,-0.006956539559,-0.005591661735,0.006453568392,0.0106184046605,-0.0056437056995,-0.0007865581545000001,-0.00107158840055,0.004535400536,0.0027596373057,0.00206659698665,0.6634283900000001"
Ashland Wisconsin,"-0.026515128899999997,0.06277069625,-0.0171072671,-0.0036438622350000002,-0.0024522343000000003,-0.0006889752599999999,-0.0024444441999999997,-0.01309485405,0.005045538465,-0.00874472641,0.004931488150000001,0.0018170240500000002,0.012034906500000001,0.003999420655,0.005297833875,0.004259055365,-0.0041860755400000005,0.002778808105,0.011408892,0.001571953995,-0.0019610543725,0.000968592735,-0.00418912689,0.00552289025,0.010559582599999999,0.00526495903,-0.00572628226,-0.002822034615,-0.005518431681,0.00474934433,-0.0018445941765000001,-0.00277454079,0.0077099617,0.00023522729999999996,-0.0019270669050000001,-0.0085323300765,0.00035326416500000004,-0.0025007151624999997,0.00084424622745,-0.00493166401,0.00700590417,-0.0054743690300000005,-0.00374570209,0.0031211290451,-0.0048332519355,-0.004437668544,-0.004661231145,-0.005189690805,0.0079012403395,-0.052516484999999946"
Ashley Arkansas,"0.0099818822,-5.262169500000013e-05,-0.020822880250000002,0.036271335249999995,0.0112710294835,-0.02269526735,-0.0138509784,-0.01441671105,0.016598589365,0.002772850645,-0.014875729935,-0.0010831084400000001,0.0136356235,-0.0019252820000000004,0.00374420615,0.015445467000000001,-0.005973606449999999,0.006157163090000001,-0.0017407281,0.003503769848,0.0085248572,0.00573102975,-0.00362323709,0.003481120455,-0.008502068724999999,-0.0007209429649999999,5.0170629999999965e-05,0.000590368049,-0.0007494162505,0.000968597616,-0.0015047208100000002,-0.005650880445,-0.00155483977,-0.0072789616065,0.0072748771265000005,0.001592240542,0.0036713112399999995,-0.0032781653005,0.005020919955,0.00078492397245,0.002545913098,-0.005474642375,0.009428425018,0.00116868688,0.001078263448,0.005429495272,-0.0014104976775,-0.00021778696450000003,0.0020182282386,-0.867892525"
Ashtabula Ohio,"-0.016253572628,-0.008710516,0.04111333325,-0.0310508265,-0.02486658135,0.038987693500000004,0.011007558599999998,0.00034820536099999994,-0.015666513365000002,0.0019903201999999995,-0.0013163625850000004,-0.0111586464,-0.010774189215,0.01206803825,0.00461913494,-0.0067960033500000004,-0.0038174983000000004,0.003205455915,0.005479580249999999,-0.00104708521,0.00661475365,0.0047378002,-0.00181915995,0.0006077633649999997,0.0029373504049999997,0.007571661275,-0.00103868535,0.0024750065900000003,-0.00352565305,-0.00253405358,-0.0021428757,0.0018969677124999998,-0.0007613460432,0.013640201389999999,-0.00190043444,0.00453682259,-0.0033019932049999996,0.00645510205,-0.0008219341499999999,-0.006054353005,0.0005925256699999999,-0.00934930366,-0.0040478616515,-3.158025950000001e-05,-0.000431080605,-0.0006627068599999999,-0.0016101173695,-0.0040114921565,-0.002071666465,-0.994131665"
Asotin Washington,"0.015951475,0.02051919,-0.0031013399999999993,0.004873565,0.015108320000000001,0.044829165000000004,-0.002670715,-0.017233365,0.01787396,0.015512815000000001,-0.00282697,-0.0018210300000000004,-0.00212231,0.0076183200000000005,-0.0135021,0.006875834999999999,0.005527425000000001,-0.008000585,-0.00691079,-0.0012285250000000003,0.0021717100000000003,0.021440624999999998,-0.014172774999999999,-0.002003415,-0.0012937349999999999,-0.01145706,-0.018913660000000002,0.00022939499999999986,0.003724575,-0.00435506,-0.0073326450000000005,0.0033528300000000002,0.0015147749999999995,0.018052429999999998,-0.00044576500000000004,0.004349965,0.0009623249999999998,0.001575655,-0.00473632,0.0033368399999999998,-0.0011667350000000001,-0.010645729999999999,0.0006137699999999999,-0.012476845,-0.009637945,0.00386282,-0.009401865,-0.01037196,-0.008084000000000001,0.00393185"
Assumption Parish Louisiana,"0.570782825,0.03480679400000001,-0.104614792,-0.065089697,0.020182178500000002,0.035131141500000004,0.0007933199000000001,0.0194631985,0.0035185023,0.008373077449999999,0.0158896025,0.008624112350000001,-0.0113761249,0.0006683419999999997,-0.011524093499999999,0.0190694033,0.00535929469,-0.018519727200000002,-0.01459097655,-0.0117120431,-0.00936592475,-0.0024281291,0.0035335794,-0.013873108,0.00157856458,-0.0066992323999999995,-0.00226389365,0.00305393795,-0.00466944335,-0.00996339605,0.00729352425,0.00741487465,-0.00407220085,0.0020402486200000003,0.0039585431,0.00100864585,-0.0032997773425,-0.0035678821,-0.0016865123500000002,-0.0039050173499999997,-0.004957166535,-0.0034870985000000007,0.0045048818999999995,0.0036837988499999995,-0.0032741161,-0.0041437340000000005,0.0100895154,-0.00017825734999999993,-0.0035640775000000003,7.72926865"
