,0,1,county
1140,-79.872531,38.8085998,Randolph West Virginia
1141,-88.9650419,44.4927889,Waupaca Wisconsin
1142,-96.9588587,30.3031353,Lee Texas
1143,-99.234526,29.7643475,Bandera Texas
1144,-95.4469471,45.5850258,Pope Minnesota
1145,-92.1573551,40.122723,Knox Missouri
1146,-90.3567669,37.4914691,Madison Missouri
1147,-86.1066917,38.1816187,Harrison Indiana
1148,-85.7833563,40.8065352,Wabash Indiana
1149,-74.4461771,43.1061507,Fulton New York
1150,-73.1473048,43.0125713,Bennington Vermont
1151,-88.0885106,37.3600974,Crittenden Kentucky
1152,-82.444068,36.1072175,Unicoi Tennessee
1153,-95.5065944,30.301949,Montgomery Texas
1154,-94.4953303,41.3127814,Adair Iowa
1155,-82.4289201,38.1270685,Wayne West Virginia
1156,-94.860335,42.0193628,Carroll Iowa
1157,-88.6072399,39.967291,Piatt Illinois
1158,-80.7299566,39.2632436,Doddridge West Virginia
1159,-96.246548,41.5407766,Washington Nebraska
1160,-84.7939799,32.3320278,Chattahoochee Georgia
1161,-97.6580834,39.8266503,Republic Kansas
1162,-85.5017359,33.6506958,Cleburne Alabama
1163,-95.1654279,43.3753018,Dickinson Iowa
1164,-90.1856637,37.88958,Ste. Genevieve Missouri
1165,-84.1335644,34.235309,Forsyth Georgia
1166,-99.7310158,33.9502317,Foard Texas
1167,-98.0544842,41.7103804,Boone Nebraska
1168,-81.9271441,40.2905684,Coshocton Ohio
1169,-101.3449139,34.9295608,Armstrong Texas
1170,-98.9805484,41.5595723,Valley Nebraska
1171,-81.5488945,39.4782641,Washington Ohio
1172,-84.125549,44.3364914,Ogemaw Michigan
1173,-89.3926785,43.8122244,Marquette Wisconsin
1174,-85.5035187,41.1238216,Whitley Indiana
1175,-81.0718148,38.4460004,Clay West Virginia
1176,-103.7745337,42.5055628,Sioux Nebraska
1177,-90.3898985,39.3573664,Greene Illinois
1178,-70.0997288,45.4538403,Somerset Maine
1179,-91.4930274,36.1344424,Sharp Arkansas
1180,-92.4765999,37.2731008,Wright Missouri
1181,-78.1931833,41.4586993,Cameron Pennsylvania
1182,-122.19797521393149,40.3496504,Lake California
1183,-83.6790737,38.3663888,Fleming Kentucky
1184,-92.0636359,43.6466588,Fillmore Minnesota
1185,-79.4364106,36.8121678,Pittsylvania Virginia
1186,-77.0439978,35.0808574,Craven North Carolina
1187,-116.5952716,48.2663565,Bonner Idaho
1188,-118.5174284,46.2055155,Walla Walla Washington
1189,-86.125195,32.5801231,Elmore Alabama
1190,-82.6931063,35.8482034,Madison North Carolina
1191,-101.8850309,34.9444713,Randall Texas
1192,-98.21908622535383,39.784853,Jewell Kansas
1193,-88.9335327,37.9765409,Franklin Illinois
1194,-84.631372,40.168765,Darke Ohio
1195,-93.516971,39.441912,Carroll Missouri
1196,-94.9106526,41.670205,Audubon Iowa
1197,-112.1206742,48.2443094,Pondera Montana
1198,-90.8538306,39.6108707,Pike Illinois
1199,-98.1700016,30.7763939,Burnet Texas
1200,-89.6076428,42.6791433,Green Wisconsin
1201,-80.4923445,39.0073766,Lewis West Virginia
1202,-107.7414887,38.146044,Ouray Colorado
1203,-67.6287553,44.9744397,Washington Maine
1204,-79.5607117,39.1256758,Tucker West Virginia
1205,-85.7444145,38.6727039,Scott Indiana
1206,-84.819254,38.5303187,Owen Kentucky
1207,-85.0023642,41.6414101,Steuben Indiana
1208,-79.1262839,40.6424116,Indiana Pennsylvania
1209,-105.8467942,47.5823259,McCone Montana
1210,-81.464888,40.3759469,Tuscarawas Ohio
1211,-86.8022436,38.6705579,Martin Indiana
1212,-87.562159,45.5785741,Menominee Michigan
1213,-80.2461453,38.8957981,Upshur West Virginia
1214,-97.6041649,30.6580927,Williamson Texas
1215,-79.2640912,41.5329762,Forest Pennsylvania
1216,-83.0221987,43.8385749,Huron Michigan
1217,-82.6976631,38.5173028,Russell Kentucky
1218,-75.6869011,35.6333866,Dare North Carolina
1219,-81.9382517,41.1000764,Medina Ohio
1220,-116.9843374,39.9059878,Lander Nevada
1221,-91.5177499,38.4575789,Gasconade Missouri
1222,-94.9215151,41.3122834,Cass Iowa
1223,-99.0097985,41.895743,Garfield Nebraska
1224,-71.2740836,43.8778199,Carroll New Hampshire
1225,-106.8695332,39.2037774,Pitkin Colorado
1226,-81.0927234,40.5250362,Carroll Ohio
1227,-101.34844,35.8148236,Hutchinson Texas
1228,-82.9065596,40.8705909,Crawford Ohio
1229,-101.6261837,46.3441037,Grant North Dakota
1230,-108.2769626,47.0606518,Petroleum Montana
1231,-79.9242922,36.6725813,Henry Virginia
1232,-86.246291,43.9778831,Mason Michigan
1233,-102.62075,39.3080613,Kit Carson Colorado
1234,-116.200886,43.6166163,Boise Idaho
1235,-93.4555059,36.7377156,Stone Missouri
1236,-76.3309339,42.1333395,Tioga New York
1237,-83.213342,41.5421375,Ottawa Ohio
1238,-83.6670019,45.0176181,Alpena Michigan
1239,-90.9186104,30.2116442,Ascension Parish Louisiana
1240,-89.9484651,32.2338702,Rankin Mississippi
1241,-90.6953467,37.575509,Iron Missouri
1242,-70.4395797,44.916814,Franklin Maine
1243,-96.1602368,43.0574079,Sioux Iowa
1244,-84.600988,40.8014651,Van Wert Ohio
1245,-82.4056302,40.4467896,Knox Ohio
1246,-89.925212,39.2420653,Macoupin Illinois
1247,-98.9904722,31.7525184,Brown Texas
1248,-96.2024907,44.986426,Lac qui Parle Minnesota
1249,-99.8812612,32.2793121,Taylor Texas
1250,-85.4630947,35.9245897,White Tennessee
1251,-117.1990173,45.5582608,Wallowa Oregon
1252,-89.7858065,40.0166667,Menard Illinois
1253,-80.700546,34.6628067,Lancaster South Carolina
1254,-80.3876889,36.9157056,Floyd Virginia
1255,-86.8950252,46.0236602,Delta Michigan
1256,-84.1566341,39.0678155,Clermont Ohio
1257,-81.0639347,36.9118401,Wythe Virginia
1258,-85.401448,35.3594724,Sequatchie Tennessee
1259,-90.1792484,38.2722313,Monroe Illinois
1260,-81.5418453,36.8440149,Smyth Virginia
1261,-101.6522162,40.8501242,Perkins Nebraska
1262,-85.0373975,38.8249258,Switzerland Indiana
1263,-111.2081469,43.7647107,Teton Idaho
1264,-97.6563925,33.2139213,Wise Texas
1265,-92.0134479,41.8624017,Benton Iowa
1266,-68.4701132,46.6847962,Aroostook Maine
1267,-89.2074215,40.8145359,Woodford Illinois
1268,-104.2215171,46.910018,Wibaux Montana
1269,-101.1572302,41.9078471,Hooker Nebraska
1270,-88.3902943,45.8379973,Florence Wisconsin
1271,-83.4596349,36.040946,Jefferson Tennessee
1272,-84.3873235,43.9747774,Gladwin Michigan
1273,-79.2654452,41.8119602,Warren Pennsylvania
1274,-71.8742626,43.9702453,Grafton New Hampshire
1275,-92.200892,41.510019,Keokuk Iowa
1276,-73.5615778,40.7352994,Nassau New York
1277,-90.4557081,43.3662526,Richland Wisconsin
1278,-123.6687499,45.980728,Clatsop Oregon
1279,-101.0387468,40.1659573,Hitchcock Nebraska
1280,-135.4094368,59.6226362,Skagway Municipality Alaska
1281,-109.1434792,45.2050058,Carbon Montana
1282,-77.112177,42.6444444,Yates New York
1283,-94.0167968,41.3133406,Madison Iowa
1284,-83.7182775,34.8971655,Towns Georgia
1285,-84.6136788,45.0244123,Otsego Michigan
1286,-117.5294769,46.4604687,Garfield Washington
1287,-82.2360391,40.7887367,Ashland Ohio
1288,-91.9808332,37.3354601,Texas Missouri
1289,-98.534574,46.4473745,LaMoure North Dakota
1290,-94.6850186,41.0161621,Adams Iowa
1291,-85.6742394,37.9749498,Bullitt Kentucky
1292,-81.1850459,41.4768249,Geauga Ohio
1293,-86.4556794,39.4665575,Morgan Indiana
1294,-92.0101928,44.6351571,Pepin Wisconsin
1295,-82.0671435,38.1570776,Lincoln West Virginia
1296,-82.286903,36.4966673,Sullivan Tennessee
1297,-85.1002509,44.6780512,Kalkaska Michigan
1298,-71.2844401,41.7034082,Bristol Rhode Island
1299,-82.3035673,35.8875402,Yancey North Carolina
1300,-76.5264613,41.7746685,Bradford Pennsylvania
1301,-98.9472344,40.4906216,Kearney Nebraska
1302,-81.4859433,40.0802222,Guernsey Ohio
1303,-91.2110065,39.9787786,Adams Illinois
1304,-118.4778996,40.3913722,Pershing Nevada
1305,-93.5265161,31.5223049,Sabine Parish Louisiana
1306,-87.8460903,38.4615994,Wabash Illinois
1307,-93.4087994,37.6200803,Polk Missouri
1308,-76.8927522,35.469331,Beaufort North Carolina
1309,-80.0286878,38.3022233,Pocahontas West Virginia
1310,-90.8231247,43.5811229,Vernon Wisconsin
1311,-95.6087477,41.0171392,Mills Iowa
1312,-95.4359392,40.4144817,Atchison Missouri
1313,-91.0387017,36.3412315,Randolph Arkansas
1314,-91.1655476,36.0078212,Lawrence Arkansas
1315,-92.6324187,37.6475206,Laclede Missouri
1316,-95.9943034,30.5169334,Grimes Texas
1317,-98.7044869,33.5816594,Archer Texas
1318,-85.5346302,37.2433976,Green Kentucky
1319,-88.539775,35.8092329,Smith Tennessee
1320,-86.3389464,37.4537437,Grayson Kentucky
1321,-85.5741088,44.3353211,Wexford Michigan
1322,-84.1458259,42.9429488,Shiawassee Michigan
1323,-81.0474662,39.1666305,Ritchie West Virginia
1324,-83.1640699,37.2203608,Perry Kentucky
1325,-82.9180186,38.5108112,Greenup Kentucky
1326,-74.4390277,42.5757217,Schoharie New York
1327,-96.9981706,30.7626867,Milam Texas
1328,-88.2430932,40.1164841,Champaign Illinois
1329,-85.4216948,41.6372578,LaGrange Indiana
1330,-94.6955051,44.2350232,Brown Minnesota
1331,-93.2273047,35.918468,Newton Arkansas
1332,-100.65378,48.1907427,McHenry North Dakota
1333,-84.1467693,44.6789109,Oscoda Michigan
1334,-119.5286424,46.1691702,Benton Washington
1335,-91.5167381,37.6211924,Dent Missouri
1336,-117.39652,47.677472,Hamilton Illinois
1337,-82.1349028,36.0001181,Mitchell North Carolina
1338,-102.7628476,38.4411214,Kiowa Colorado
1339,-121.7332784,48.4596092,Skagit Washington
1340,-97.0917391,39.7887478,Washington Kansas
1341,-86.058442,40.2899154,Tipton Indiana
1342,-96.7920233,32.3347829,Ellis Texas
1343,-80.6616946,39.854861,Marshall West Virginia
1344,-93.861222,37.7084225,Cedar Missouri
1345,-96.2627763,44.4020631,Lincoln Minnesota
1346,-112.53969,46.0125029,Park Montana
1347,-133.4588406,56.7512207,Petersburg Borough Alaska
1348,-96.580617,31.5261854,Limestone Texas
1349,-95.2563971,32.3402898,Smith Texas
1350,-94.5498419,43.6564337,Martin Minnesota
1351,-100.4230266,40.5520473,Frontier Nebraska
1352,-75.6041902,41.9439867,Susquehanna Pennsylvania
1353,-94.2554658,45.9926837,Morrison Minnesota
1354,-94.8090258,39.9845508,Andrew Missouri
1355,-77.5319396,42.7905911,Richmond New York
1356,-92.5435034,41.6816512,Poweshiek Iowa
1357,-96.0157844,39.7880532,Nemaha Kansas
1358,-78.5237447,40.0271453,Bedford Pennsylvania
1359,-101.3524486,47.1077709,Oliver North Dakota
1360,-90.5480067,42.1420382,Jackson Iowa
1361,-96.381968,48.3605336,Marshall Minnesota
1362,-73.8164637,43.5018687,Warren New York
1363,-84.3715286,38.9339799,Campbell Kentucky
1364,-84.5303524,35.1269463,Polk Tennessee
1365,-80.564371,35.4045503,Cabarrus North Carolina
1366,-88.2480072,44.9988053,Oconto Wisconsin
1367,-81.9320157,34.9498007,Spartanburg South Carolina
1368,-90.4087659,36.3609902,Clay Arkansas
1369,-83.7249243,38.1245248,Bath Kentucky
1370,-84.8986308,34.5019651,Gordon Georgia
1371,-85.5801336,44.6409162,Grand Traverse Michigan
1372,-121.2154207,45.0430227,Wasco Oregon
1373,-96.6152916,38.2928083,Chase Kansas
1374,-91.547611,39.552012,Ralls Missouri
1375,-101.8185007,38.4570355,Greeley Kansas
1376,-83.5051704,38.8398935,Adams Ohio
1377,-92.5246813,36.9433177,Douglas Missouri
1378,-85.5018494,40.8008286,Huntington Indiana
1379,-93.2513168,42.7285907,Franklin Iowa
1380,-84.9748195,35.953805,Cumberland Tennessee
1381,-84.5984396,41.8779105,Hillsdale Michigan
1382,-96.7077751,40.8088861,Lincoln Nebraska
1383,-88.0584362,38.410254,Edwards Illinois
1384,-85.8190596,39.493485,Shelby Indiana
1385,-108.2403855,38.4375391,Montrose Colorado
1386,-84.3588044,39.0355088,Spencer Kentucky
1387,-98.2213499,32.1954856,Erath Texas
1388,-97.1786805,40.185543,Jefferson Nebraska
1389,-98.2616158,47.4473179,Griggs North Dakota
1390,-83.2459271,36.5219631,Hancock Tennessee
1391,-92.2018164,44.2767596,Wabasha Minnesota
1392,-87.8864905,45.9874631,Dickinson Michigan
1393,-111.8203389,42.1093652,Franklin Idaho
1394,-83.8239902,37.8192526,Powell Kentucky
1395,-94.1017044,46.4665237,Crow Wing Minnesota
1396,-88.3132841,41.7697778,Lake Illinois
1397,-85.3305529,40.4692826,Blackford Indiana
1398,-84.9347295,40.7371667,Adams Indiana
1399,-88.7673031,43.0224668,Jefferson Wisconsin
1400,-111.4752257,43.3993844,Bonneville Idaho
1401,-92.9524728,39.5372927,Chariton Missouri
1402,-82.6283554,42.9426715,St. Clair Michigan
1403,-84.6162564,38.6472221,Grant Kentucky
1404,-86.632911,38.0893386,Perry Indiana
1405,-94.3982158,32.5233959,Harrison Texas
1406,-109.2175566,47.2128617,Fergus Montana
1407,-93.9254114,42.0171798,Boone Iowa
1408,-81.9284776,37.8024603,Logan West Virginia
1409,-81.8434683,36.443004,Johnson Tennessee
1410,-84.2236524,40.0580258,Miami Ohio
1411,-84.6237147,44.6769346,Crawford Michigan
1412,-89.5891008,40.6938609,Peoria Illinois
1413,-72.2392517,43.3564357,Sullivan New Hampshire
1414,-111.6304151,43.7740801,Madison Idaho
1415,-112.6788845,45.9009106,Silver Bow Montana
1416,-87.361354,34.1328863,Winston Alabama
1417,-124.109621,43.2184144,Coos Oregon
1418,-92.9915704,42.0378125,Marshall Iowa
1419,-93.0784759,36.2829183,Boone Arkansas
1420,-79.8979019,35.3299572,Montgomery North Carolina
1421,-91.507313,40.6524894,Lee Iowa
1422,-76.8691575,42.3903231,Schuyler New York
1423,-81.9034617,40.8615819,Wayne Ohio
1424,-74.4659275,43.6307863,Hamilton New York
1425,-113.972144,48.3840879,Flathead Montana
1426,-87.4016388,35.2256914,Lawrence Tennessee
1427,-98.0716943,42.1864809,Antelope Nebraska
1428,-92.3099856,42.7669649,Bremer Iowa
1429,-81.1289112,40.2694328,Harrison Ohio
1430,-92.5675118,39.8416253,Macon Missouri
1431,-92.4363343,47.6201005,St. Louis Minnesota
1432,-91.8563139,43.2677179,Winneshiek Iowa
1433,-105.2314382,39.7658091,Washington Iowa
1434,-70.7828255,42.6320389,Essex Massachusetts
1435,-93.9510501,43.6647961,Faribault Minnesota
1436,-71.1003143,42.9966675,Rockingham New Hampshire
1437,-96.1444582,40.6566851,Otoe Nebraska
1438,-112.0048393,37.2439691,Kane Utah
1439,-93.1692896,36.9586087,Christian Missouri
1440,-90.6991696,42.8855277,Grant Wisconsin
1441,-82.0320334,37.2600448,Buchanan Virginia
1442,-88.2268403,34.7238634,Tishomingo Mississippi
1443,-95.7452639,37.5692118,Wilson Kansas
1444,-123.7266793,45.460293,Tillamook Oregon
1445,-121.1669662,43.8194838,Deschutes Oregon
1446,-86.8779268,34.1335332,Cullman Alabama
1447,-79.3992505,36.0702678,Alamance North Carolina
1448,-84.6411162,39.8125011,Preble Ohio
1449,-114.1139453,46.0757223,Ravalli Montana
1450,-85.2116102,40.7013353,Wells Indiana
1451,-82.7316588,38.0601807,Lawrence Kentucky
1452,-85.179378,39.619235,Fayette Indiana
1453,-99.7272241,41.4022198,Custer Nebraska
1454,-97.6568094,39.1273653,Ottawa Kansas
1455,-84.1322903,45.0192008,Montmorency Michigan
1456,-92.1747633,35.8317159,Stone Arkansas
1457,-96.7808049,34.0497884,Marshall Oklahoma
1458,-108.6260849,37.3476546,Montezuma Colorado
1459,-95.3067461,38.198077,Anderson Kansas
1460,-101.6862537,41.1973065,Keith Nebraska
1461,-97.9715967,31.6429346,Hamilton Texas
1462,-81.7013559,38.0093296,Boone West Virginia
1463,-83.3750732,37.082981,Leslie Kentucky
1464,-92.4343544,38.2118765,Miller Missouri
1465,-112.5703083,42.1628627,Oneida Idaho
1466,-83.621321,41.6508446,Lucas Ohio
1467,-93.9962662,39.9587505,Daviess Missouri
1468,-84.9676387,45.202075,Charlevoix Michigan
1469,-116.7162916,47.654857,Kootenai Idaho
1470,-102.3701723,40.5888329,Phillips Colorado
1471,-69.2923096,45.8358193,Piscataquis Maine
1472,-97.37153,43.6719795,McCook South Dakota
1473,-99.4370196,34.5976018,Jackson Oklahoma
1474,-95.2134565,40.0989571,Holt Missouri
1475,-85.1133189,44.9947369,Antrim Michigan
1476,-93.2850016,45.8986948,Kanabec Minnesota
1477,-71.4128343,41.8239891,Providence Rhode Island
1478,-86.9976446,38.0288806,Spencer Indiana
1479,-95.7976315,41.6659155,Harrison Iowa
1480,-100.9336244,38.4584915,Scott Kansas
1481,-86.9958489,39.0227107,Greene Indiana
1482,-83.2810539,40.865471,Wyandot Ohio
1483,-90.6506113,39.1397507,Calhoun Illinois
1484,-85.2691784,39.0846316,Ripley Indiana
1485,-92.8678406,44.0175404,Dodge Minnesota
1486,-76.019111,41.5179097,Wyoming Pennsylvania
1487,-97.570244,41.1893645,Polk Nebraska
1488,-95.5636238,35.9542216,Wagoner Oklahoma
1489,-92.9709709,40.4890407,Putnam Missouri
1490,-94.992736,29.3872254,Galveston Texas
1491,-95.5924782,40.7345943,Fremont Iowa
1492,-85.289922,37.0954558,Adair Kentucky
1493,-84.8505091,43.9688673,Clare Michigan
1494,-106.1366966,40.0990074,Grand Colorado
1495,-86.069633,35.4906115,Coffee Tennessee
1496,-83.8445792,39.4259873,Clinton Ohio
1497,-100.8058034,35.8309752,Roberts Texas
1498,-76.4254832,36.1739896,Perquimans North Carolina
1499,-83.7596041,34.6322605,White Georgia
1500,-73.3042618,44.706737,Grand Isle Vermont
1501,-114.4602554,42.5704456,Twin Falls Idaho
1502,-88.8235511,42.321246,Boone Illinois
1503,-93.8066565,38.3791027,Henry Missouri
1504,-79.4689832,40.7876239,Armstrong Pennsylvania
1505,-78.1299624,39.9159664,Fulton Pennsylvania
1506,-116.4572399,44.8677448,Adams Idaho
1507,-84.6165164,44.3326932,Roscommon Michigan
1508,-94.3503613,38.2612027,Bates Missouri
1509,-82.3556216,38.7952465,Gallia Ohio
1510,-95.4627651,45.9340479,Douglas Minnesota
1511,-96.0272071,45.9358795,Grant Minnesota
1512,-116.7651123,44.0374651,Payette Idaho
1513,-84.8569161,33.8908526,Paulding Georgia
1514,-118.29164,34.10548,Franklin Vermont
1515,-84.9146294,37.2911032,Casey Kentucky
1516,-94.2065398,33.6968793,Little River Arkansas
1517,-109.5678484,44.6076072,Park Wyoming
1518,-73.1491036,44.0285618,Addison Vermont
1519,-86.0130908,36.5237906,Macon Tennessee
1520,-83.22678,36.8411336,Harlan Kentucky
1521,-89.8660433,40.2302271,Mason Illinois
1522,-83.5908023,44.6765986,Alcona Michigan
1523,-80.7648602,40.7787016,Columbiana Ohio
1524,-86.673921,37.240158,Butler Kentucky
1525,-88.0949352,38.7060457,Richland Illinois
1526,-80.7439791,36.7365816,Carroll Virginia
1527,-113.2112072,41.3586056,Box Elder Utah
1528,-71.3768039,44.698627,Coos New Hampshire
1529,-101.7009103,48.6579169,Renville North Dakota
1530,-87.1066598,41.0321808,Jasper Indiana
1531,-97.2789479,34.2330314,Carter Oklahoma
1532,-112.8342117,39.6949628,Juab Utah
1533,-98.0531937,41.1650536,Merrick Nebraska
1534,-92.6999559,36.2378521,Marion Arkansas
1535,-101.3353895,35.3636563,Carson Texas
1536,-83.5107018,36.2810821,Grainger Tennessee
1537,-96.5255661,39.7865054,Marshall Kansas
1538,-110.6380363,43.9139214,Teton Wyoming
1539,-92.8649061,40.7455904,Appanoose Iowa
1540,-118.497594,34.0247136,Lincoln Washington
1541,-79.1483701,37.5997548,Amherst Virginia
1542,-106.8625645,41.7423474,Carbon Wyoming
1543,-118.0257466,45.2680014,Union Oregon
1544,-81.1655408,34.9603293,York South Carolina
1545,-99.346586,39.7961542,Phillips Kansas
1546,-85.3221506,38.5984202,Trimble Kentucky
1547,-94.4985983,41.6721976,Guthrie Iowa
1548,-77.6984481,41.2711458,Clinton Pennsylvania
1549,-86.0512075,35.8044159,Cannon Tennessee
1550,-91.7971652,45.8926321,Washburn Wisconsin
1551,-100.5073968,38.9030073,Gove Kansas
1552,-92.7840209,43.342033,Mitchell Iowa
1553,-91.3667151,42.8547706,Clayton Iowa
1554,-93.1104004,39.8652349,Linn Missouri
1555,-99.946102,44.4047339,Hughes South Dakota
1556,-88.1857563,35.1946569,Hardin Tennessee
1557,-82.7645621,37.5473459,Floyd Kentucky
1558,-84.9880147,38.0096811,Anderson Kentucky
1559,-77.0909536,40.7615395,Snyder Pennsylvania
1560,-85.3310847,43.9654579,Osceola Michigan
1561,-92.8792544,41.0142519,Monroe Iowa
1562,-87.0967857,36.2444954,Cheatham Tennessee
1563,-98.6962766,33.1508315,Young Texas
1564,-97.1413417,33.1838787,Denton Texas
1565,-97.2399373,42.5947161,Cedar Nebraska
1566,-111.91520433669282,45.2844765,Madison Montana
1567,-85.4299489,38.8166724,Jefferson Indiana
1568,-89.2998456,41.0324537,Marshall Illinois
1569,-123.0587907,45.5601883,Washington Oregon
1570,-97.7396791,43.3271413,Hutchinson South Dakota
1571,-78.8265053,37.3586336,Appomattox Virginia
1572,-93.2658698,43.3696764,Worth Iowa
1573,-80.1428967,41.6951179,Crawford Pennsylvania
1574,-79.895197,40.86108,Butler Pennsylvania
1575,-76.1279841,43.4112973,Oswego New York
1576,-83.6304344,39.1802516,Highland Ohio
1577,-90.7189344,30.4158699,Livingston Parish Louisiana
1578,-111.9103124,40.6632297,Salt Lake Utah
1579,-80.7098781,37.3088528,Giles Virginia
1580,-93.0647786,41.6791308,Jasper Iowa
1581,-83.6835337,40.6880457,Hardin Ohio
1582,-86.8560639,37.4757698,Ohio Kentucky
1583,-91.9718642,41.0131342,Jefferson Iowa
1584,-97.8184077,31.3689333,Coryell Texas
1585,-85.5356726,41.9031963,St. Joseph Michigan
1586,-76.5117017,41.4402556,Sullivan Pennsylvania
1587,-96.7921475,41.9233919,Cuming Nebraska
1588,-92.420578,34.2773864,Grant Arkansas
1589,-97.828282,32.4107555,Hood Texas
1590,-89.7326216,45.3265631,Lincoln Wisconsin
1591,-89.9451636,36.8556646,Stoddard Missouri
1592,-91.4328245,37.1498052,Shannon Missouri
1593,-87.6301086,44.521282,Kewaunee Wisconsin
1594,-89.0402508,43.7971612,Green Lake Wisconsin
1595,-79.7709417,41.3996112,Venango Pennsylvania
1596,-85.623763,31.3940969,Dale Alabama
1597,-86.4692735,40.2992769,Clinton Indiana
1598,-88.7861844,40.1811468,De Witt Illinois
1599,-79.0163349,41.1125398,Jefferson Pennsylvania
1600,-104.5816096,44.5746536,Crook Wyoming
1601,-94.2495251,44.8169135,McLeod Minnesota
1602,-93.5685324,41.3138645,Warren Iowa
1603,-105.5123296,48.7710629,Daniels Montana
1604,-84.8435828,38.7531444,Gallatin Kentucky
1605,-82.8766356,36.1698443,Greene Tennessee
1606,-78.0419281,42.2446061,Allegany New York
1607,-98.2814881,32.7215726,Palo Pinto Texas
1608,-111.6509149,41.0784068,Morgan Utah
1609,-98.7614212,42.916011,Boyd Nebraska
1610,-135.3430573,59.0831232,Haines Borough Alaska
1611,-113.4687025,46.3944149,Granite Montana
1612,-74.9481252,43.4911326,Herkimer New York
1613,-87.3966953,40.939576,Newton Indiana
1614,-83.7274305,43.0220032,Genesee Michigan
1615,-90.5778883,36.091803,Greene Arkansas
1616,-88.6087498,39.6391442,Moultrie Illinois
1617,-84.6125345,42.9435238,Clinton Michigan
1618,-83.9152368,38.0372304,Montgomery Kentucky
1619,-82.1194772,36.2840805,Carter Tennessee
1620,-96.2574328,43.6733632,Rock Minnesota
1621,-78.5016516,38.6002354,Page Virginia
1622,-102.5053545,45.5288022,Perkins South Dakota
1623,-92.316679,43.05994,Chickasaw Iowa
1624,-83.2333705,43.0904764,Lapeer Michigan
1625,-82.5702511,38.6065461,Lawrence Ohio
1626,-102.6193428,35.3907651,Oldham Texas
1627,-112.4768049,47.2117026,Lewis and Clark Montana
1628,-101.7575491,39.7955799,Cheyenne Kansas
1629,-85.7284653,36.699465,Monroe Kentucky
1630,-84.8567966,45.5064041,Emmet Michigan
1631,-80.8682493,39.4552913,Tyler West Virginia
1632,-96.7925213,44.3763598,Brookings South Dakota
1633,-111.1186992,40.3348338,Wasatch Utah
1634,-84.5408428,37.6360342,Garrard Kentucky
1635,-93.9745776,34.0744088,Howard Arkansas
1636,-123.768029,46.5334929,Pacific Washington
1637,-84.1141048,41.6045817,Fulton Ohio
1638,-94.5412295,29.7191125,Chambers Texas
1639,-96.2081917,43.3747071,Lyon Iowa
1640,-96.7021336,40.2469449,Gage Nebraska
1641,-93.3334746,37.959055,Hickory Missouri
1642,-111.7866483,38.7312956,Sevier Utah
1643,-76.4191791,41.0389186,Columbia Pennsylvania
1644,-98.7935393,39.796749,Smith Kansas
1645,-78.6212207,39.3015109,Hampshire West Virginia
1646,-107.6495508,37.7633081,San Juan Colorado
1647,-82.052456,38.7499013,Mason West Virginia
1648,-80.3789878,39.2820223,Harrison West Virginia
1649,-85.131315,34.8911137,Catoosa Georgia
1650,-89.2829783,39.5212598,Christian Illinois
1651,-94.8480091,48.7032282,Lake of the Woods Minnesota
1652,-77.3750862,42.2359045,Steuben New York
1653,-108.252345,40.6083135,Moffat Colorado
1654,-84.8250848,36.7822106,Wayne Kentucky
1655,-94.3454604,47.0234117,Cass Minnesota
1656,-79.0415528,39.9980022,Somerset Pennsylvania
1657,-84.0886181,35.1184149,Cherokee North Carolina
1658,-80.5699497,40.2729451,Brooke West Virginia
1659,-90.1830408,32.2998686,Jackson Mississippi
1660,-87.635223,41.9167743,Clark Wisconsin
1661,-88.2170516,39.7628415,Douglas Illinois
1662,-90.5697373,40.1370869,Schuyler Illinois
1663,-81.6480755,35.0372626,Cherokee South Carolina
1664,-95.1753285,41.0166807,Montgomery Iowa
1665,-105.5692958,46.2426088,Custer Montana
1666,-72.3866266,43.4798875,Windsor Vermont
1667,-89.5442084,40.5126429,Tazewell Illinois
1668,-89.8430248,37.7107349,Perry Missouri
1669,-97.1305937,38.3734544,Marion Kansas
1670,-84.3840821,43.634525,Midland Michigan
1671,-81.5684129,37.1236041,Tazewell Virginia
1672,-118.500666,34.0275235,Lincoln Montana
1673,-91.2514355,43.8122836,La Crosse Wisconsin
1674,-99.0845451,40.8421618,Buffalo Nebraska
1675,-93.8151868,39.0603689,Lafayette Missouri
1676,-95.9078261,36.6930592,Washington Oklahoma
1677,-96.1683124,38.4573987,Lyon Kansas
1678,-101.0810229,39.3529613,Thomas Kansas
1679,-80.6770111,35.7331953,Cleveland North Carolina
1680,-79.6856122,39.4350915,Preston West Virginia
1681,-85.5556156,46.4824144,Luce Michigan
1682,-98.0834349,44.0089691,Sanborn South Dakota
1683,-81.1154109,37.1312101,Bland Virginia
1684,-84.4682402,34.4630619,Pickens Georgia
1685,-84.5225522,35.84857,Roane Tennessee
1686,-75.9433305,40.4113762,Berks Pennsylvania
1687,-83.740416,33.762884,Walton Georgia
1688,-84.6573677,37.4657952,Lincoln Kentucky
1689,-95.1407762,43.0809373,Clay Iowa
1690,-91.8894787,36.0832532,Izard Arkansas
1691,-93.7233321,35.2255171,Logan Arkansas
1692,-120.3839476,44.1460291,Crook Oregon
1693,-86.1833841,46.1902943,Schoolcraft Michigan
1694,-82.591828,41.1305303,Huron Ohio
